category,attribute1,attribute2,word_overlap,string_similarity,combined_score
favoritesAndPreferences,Hamilton,hamilton (musical),0.5,0.62,1.12
favoritesAndPreferences,Harry Potter,favorite book: Harry Potter,0.5,0.62,1.12
favoritesAndPreferences,Rise Against,favorite band: Rise Against,0.5,0.62,1.12
favoritesAndPreferences,Toto,band Toto,0.5,0.62,1.12
favoritesAndPreferences,blue,blue eyes,0.5,0.62,1.12
favoritesAndPreferences,blue,blue hair,0.5,0.62,1.12
favoritesAndPreferences,eats food,food,0.5,0.62,1.12
favoritesAndPreferences,eats meat,meat,0.5,0.62,1.12
favoritesAndPreferences,eats tuna,tuna,0.5,0.62,1.12
favoritesAndPreferences,fast food,food,0.5,0.62,1.12
favoritesAndPreferences,food,junk food,0.5,0.62,1.12
favoritesAndPreferences,likes The Beatles,likes The Chainsmokers,0.5,0.62,1.12
favoritesAndPreferences,likes The Chainsmokers,likes the Beatles,0.5,0.62,1.12
favoritesAndPreferences,pink,pink hair,0.5,0.62,1.12
favoritesAndPreferences,likes all music genres except country music,likes country music,0.5,0.61,1.11
favoritesAndPreferences,The Muggers,favorite band The Muggers,0.5,0.61,1.11
favoritesAndPreferences,The Muggers,favorite band the muggers,0.5,0.61,1.11
favoritesAndPreferences,favorite band The Beatles,the Beatles,0.5,0.61,1.11
favoritesAndPreferences,favorite band The Beatles,the beatles,0.5,0.61,1.11
favoritesAndPreferences,Conor McGregor,favorite fighter: Conor McGregor,0.5,0.61,1.11
favoritesAndPreferences,animals,dislikes animals,0.5,0.61,1.11
favoritesAndPreferences,carrots,dislikes carrots,0.5,0.61,1.11
favoritesAndPreferences,dislikes flowers,flowers,0.5,0.61,1.11
favoritesAndPreferences,dislikes popcorn,popcorn,0.5,0.61,1.11
favoritesAndPreferences,dislikes science,science,0.5,0.61,1.11
favoritesAndPreferences,dislikes seafood,seafood,0.5,0.61,1.11
favoritesAndPreferences,likes people with sense of humor,sense of humor,0.5,0.61,1.11
favoritesAndPreferences,McDonald's,McDonald's French fries,0.5,0.61,1.11
favoritesAndPreferences,McDonald's French fries,mcdonald's,0.5,0.61,1.11
favoritesAndPreferences,Justin Bieber,favorite singer: Justin Bieber,0.5,0.6,1.1
favoritesAndPreferences,color: hunter green,favorite color: green,0.5,0.6,1.1
favoritesAndPreferences,dog,hot dog,0.5,0.6,1.1
favoritesAndPreferences,eating,eating takeout,0.5,0.6,1.1
favoritesAndPreferences,eating,healthy eating,0.5,0.6,1.1
favoritesAndPreferences,eats eggs,eats hard-boiled eggs,0.5,0.6,1.1
favoritesAndPreferences,iPhone,prefers iPhone,0.5,0.6,1.1
favoritesAndPreferences,prefers summer,summer,0.5,0.6,1.1
favoritesAndPreferences,prefers winter,winter,0.5,0.6,1.1
favoritesAndPreferences,red,red car,0.5,0.6,1.1
favoritesAndPreferences,Iron Maiden,favorite band: Iron Maiden,0.5,0.59,1.09
favoritesAndPreferences,The Muggers,favorite band: The Muggers,0.5,0.59,1.09
favoritesAndPreferences,favorite band: Iron Maiden,iron maiden,0.5,0.59,1.09
favoritesAndPreferences,favorite band: The Beatles,the Beatles,0.5,0.59,1.09
favoritesAndPreferences,favorite band: The Beatles,the beatles,0.5,0.59,1.09
favoritesAndPreferences,VNV Nation,favorite band VNV Nation,0.5,0.59,1.09
favoritesAndPreferences,eats bacon,eats bacon for breakfast,0.5,0.59,1.09
favoritesAndPreferences,money,saving money,0.5,0.59,1.09
favoritesAndPreferences,Stephen King,favorite author: Stephen King,0.5,0.59,1.09
favoritesAndPreferences,Stephen King,favorite author: stephen king,0.5,0.59,1.09
favoritesAndPreferences,Taylor Swift,favorite singer: Taylor Swift,0.5,0.59,1.09
favoritesAndPreferences,Taylor Swift,favorite singer: taylor swift,0.5,0.59,1.09
favoritesAndPreferences,favorite author: Stephen King,stephen king,0.5,0.59,1.09
favoritesAndPreferences,favorite author: stephen king,stephen king,0.5,0.59,1.09
favoritesAndPreferences,color red,likes red color,0.67,0.42,1.08
favoritesAndPreferences,color hunter green,favorite color green,0.5,0.58,1.08
favoritesAndPreferences,Penn & Teller,favorite magician: Penn & Teller,0.5,0.58,1.08
favoritesAndPreferences,Penn & Teller,favorite magicians Penn & Teller,0.5,0.58,1.08
favoritesAndPreferences,loved by animals,loves animals,0.25,0.83,1.08
favoritesAndPreferences,dislikes fast food,dislikes seafood,0.25,0.82,1.07
favoritesAndPreferences,likes cheese taste,likes cheesecake,0.25,0.82,1.07
favoritesAndPreferences,Magic Mike,favorite movie Magic Mike,0.5,0.57,1.07
favoritesAndPreferences,Pink Floyd,pink,0.5,0.57,1.07
favoritesAndPreferences,beer,likes beer,0.5,0.57,1.07
favoritesAndPreferences,blue,color blue,0.5,0.57,1.07
favoritesAndPreferences,blue,likes blue,0.5,0.57,1.07
favoritesAndPreferences,cats,likes cats,0.5,0.57,1.07
favoritesAndPreferences,cheese,dislikes cheese,0.5,0.57,1.07
favoritesAndPreferences,cher,likes Cher,0.5,0.57,1.07
favoritesAndPreferences,cher,likes cher,0.5,0.57,1.07
favoritesAndPreferences,coffee,dislikes coffee,0.5,0.57,1.07
favoritesAndPreferences,dislikes winter,winter,0.5,0.57,1.07
favoritesAndPreferences,dogs,likes dogs,0.5,0.57,1.07
favoritesAndPreferences,dogs,loves dogs,0.5,0.57,1.07
favoritesAndPreferences,eats out,eats out with family,0.5,0.57,1.07
favoritesAndPreferences,favorite cuisine: Mexican food,mexican food,0.5,0.57,1.07
favoritesAndPreferences,food,likes food,0.5,0.57,1.07
favoritesAndPreferences,food,spicy food,0.5,0.57,1.07
favoritesAndPreferences,likes cake,likes mystery flavor cake,0.5,0.57,1.07
favoritesAndPreferences,likes math,math,0.5,0.57,1.07
favoritesAndPreferences,likes meat,meat,0.5,0.57,1.07
favoritesAndPreferences,likes pink,pink,0.5,0.57,1.07
favoritesAndPreferences,likes soda,soda,0.5,0.57,1.07
favoritesAndPreferences,meat,meat eater,0.5,0.57,1.07
favoritesAndPreferences,pink,pink color,0.5,0.57,1.07
favoritesAndPreferences,pink,pink floyd,0.5,0.57,1.07
favoritesAndPreferences,purple,purple clothing,0.5,0.57,1.07
favoritesAndPreferences,color: red,likes red color,0.67,0.4,1.07
favoritesAndPreferences,favorite band: Muse,muse (band),0.67,0.4,1.07
favoritesAndPreferences,color hunter green,favorite color: green,0.5,0.56,1.06
favoritesAndPreferences,color: hunter green,favorite color green,0.5,0.56,1.06
favoritesAndPreferences,eats eggs,eats eggs for breakfast,0.5,0.56,1.06
favoritesAndPreferences,prefers apple,prefers tall people,0.25,0.81,1.06
favoritesAndPreferences,dislikes Mexican food,dislikes seafood,0.25,0.81,1.06
favoritesAndPreferences,dislikes mexican food,dislikes seafood,0.25,0.81,1.06
favoritesAndPreferences,Magic Mike,favorite movie: Magic Mike,0.5,0.56,1.06
favoritesAndPreferences,McDonald's,guilty pleasure McDonald's,0.5,0.56,1.06
favoritesAndPreferences,apple,prefers apple,0.5,0.56,1.06
favoritesAndPreferences,color: red,favorite color: red-orange,0.5,0.56,1.06
favoritesAndPreferences,color: red-orange,favorite color: red,0.5,0.56,1.06
favoritesAndPreferences,guilty pleasure McDonald's,mcdonald's,0.5,0.56,1.06
favoritesAndPreferences,color blue,likes blue color,0.67,0.38,1.05
favoritesAndPreferences,dislikes sweet potatoes,dislikes tomatoes,0.25,0.8,1.05
favoritesAndPreferences,favorite cuisine: Indian food,indian food,0.5,0.55,1.05
favoritesAndPreferences,likes Coca-Cola,likes chocolate,0.25,0.8,1.05
favoritesAndPreferences,likes chicken nuggets,likes chickens,0.25,0.8,1.05
favoritesAndPreferences,Chevrolet Impala,Impala,0.5,0.55,1.05
favoritesAndPreferences,Star Wars,favorite movie star wars,0.5,0.55,1.05
favoritesAndPreferences,Starbucks coffee,coffee,0.5,0.55,1.05
favoritesAndPreferences,The Voice,favorite show: The Voice,0.5,0.55,1.05
favoritesAndPreferences,coffee,starbucks coffee,0.5,0.55,1.05
favoritesAndPreferences,favorite band: Pearl Jam,pearl jam,0.5,0.55,1.05
favoritesAndPreferences,red,red hair,0.5,0.55,1.05
favoritesAndPreferences,red,red wine,0.5,0.55,1.05
favoritesAndPreferences,likes Forensic Files,likes French fries,0.2,0.84,1.04
favoritesAndPreferences,likes Forensic Files,likes french fries,0.2,0.84,1.04
favoritesAndPreferences,color: blue,likes blue color,0.67,0.37,1.04
favoritesAndPreferences,music: rock opera,rock music,0.67,0.37,1.04
favoritesAndPreferences,bowie knife,prized possession: bowie knife,0.5,0.54,1.04
favoritesAndPreferences,Bon Iver,favorite band Bon Iver,0.5,0.53,1.03
favoritesAndPreferences,Face/Off,favorite show face/off,0.5,0.53,1.03
favoritesAndPreferences,Sprite soda,soda,0.5,0.53,1.03
favoritesAndPreferences,beer,drinks beer,0.5,0.53,1.03
favoritesAndPreferences,blue,color: blue,0.5,0.53,1.03
favoritesAndPreferences,color: pink,pink,0.5,0.53,1.03
favoritesAndPreferences,food,indian food,0.5,0.53,1.03
favoritesAndPreferences,lily,lily flower,0.5,0.53,1.03
favoritesAndPreferences,rose,rose flower,0.5,0.53,1.03
favoritesAndPreferences,favorite musical: Hamilton,hamilton (musical),0.67,0.36,1.03
favoritesAndPreferences,Star Wars,favorite movie: Star Wars,0.5,0.53,1.03
favoritesAndPreferences,Star Wars,favorite movie: star wars,0.5,0.53,1.03
favoritesAndPreferences,eats food,eats locally sourced food,0.5,0.53,1.03
favoritesAndPreferences,Mike Trout,favorite athlete: Mike Trout,0.5,0.53,1.03
favoritesAndPreferences,beach,dislikes beach,0.5,0.53,1.03
favoritesAndPreferences,beets,dislikes beets,0.5,0.53,1.03
favoritesAndPreferences,dislikes pizza,pizza,0.5,0.53,1.03
favoritesAndPreferences,dislikes salad,salad,0.5,0.53,1.03
favoritesAndPreferences,black truck,truck color black,0.67,0.36,1.02
favoritesAndPreferences,car speed: fast,has fast car,0.5,0.52,1.02
favoritesAndPreferences,hot dog,likes cheesy hot dog,0.5,0.52,1.02
favoritesAndPreferences,Face/Off,favorite show: Face/Off,0.5,0.52,1.02
favoritesAndPreferences,car speed: fast,fast car,0.67,0.35,1.01
favoritesAndPreferences,color red,favorite color: red-orange,0.5,0.51,1.01
favoritesAndPreferences,color: red-orange,favorite color red,0.5,0.51,1.01
favoritesAndPreferences,Bruno Mars,favorite musician: Bruno Mars,0.5,0.51,1.01
favoritesAndPreferences,bruno mars,favorite musician: Bruno Mars,0.5,0.51,1.01
favoritesAndPreferences,ed sheeran,favorite musician: Ed Sheeran,0.5,0.51,1.01
favoritesAndPreferences,Italian food,food,0.5,0.5,1.0
favoritesAndPreferences,color red,red,0.5,0.5,1.0
favoritesAndPreferences,dog,dog lover,0.5,0.5,1.0
favoritesAndPreferences,favorite color: red,favorite flower: rose,0.2,0.8,1.0
favoritesAndPreferences,favorite color: teal,favorite food: steak,0.2,0.8,1.0
favoritesAndPreferences,favorite food: steak well-done,well-done steak,0.6,0.4,1.0
favoritesAndPreferences,food,italian food,0.5,0.5,1.0
favoritesAndPreferences,food,mexican food,0.5,0.5,1.0
favoritesAndPreferences,likes red,red,0.5,0.5,1.0
favoritesAndPreferences,pepperoni pizza,pizza,0.5,0.5,1.0
favoritesAndPreferences,red,red purse,0.5,0.5,1.0
favoritesAndPreferences,red,red shoes,0.5,0.5,1.0
favoritesAndPreferences,Kid Rock,favorite singer: Kid Rock,0.5,0.48,0.98
favoritesAndPreferences,favorite color red,likes red color,0.5,0.48,0.98
favoritesAndPreferences,beer,dislikes beer,0.5,0.47,0.97
favoritesAndPreferences,dislikes meat,meat,0.5,0.47,0.97
favoritesAndPreferences,favorite color: red,likes red color,0.5,0.47,0.97
favoritesAndPreferences,car speed: fast,drives fast car,0.5,0.47,0.97
favoritesAndPreferences,color: red,red,0.5,0.46,0.96
favoritesAndPreferences,color: red-orange,likes orange color,0.5,0.46,0.96
favoritesAndPreferences,k-pop music,likes K-pop,0.5,0.45,0.95
favoritesAndPreferences,car color black,drives black car,0.5,0.45,0.95
favoritesAndPreferences,car speed: fast,prefers fast car,0.5,0.45,0.95
favoritesAndPreferences,favorite color: orange,likes orange color,0.5,0.45,0.95
favoritesAndPreferences,Budweiser beer,beer,0.5,0.44,0.94
favoritesAndPreferences,favorite beer: Coors,likes Coors beer,0.5,0.44,0.94
favoritesAndPreferences,favorite color: blue,likes blue color,0.5,0.44,0.94
favoritesAndPreferences,food,food hamburger,0.5,0.44,0.94
favoritesAndPreferences,car color: black,drives black car,0.5,0.44,0.94
favoritesAndPreferences,likes rock music,music: rock opera,0.5,0.42,0.92
favoritesAndPreferences,food,food: hamburger,0.5,0.42,0.92
favoritesAndPreferences,favorite color: purple,likes purple color,0.5,0.4,0.9
favoritesAndPreferences,music: rock opera,prefers rock music,0.5,0.4,0.9
favoritesAndPreferences,red,red clothing,0.5,0.4,0.9
favoritesAndPreferences,red,red lipstick,0.5,0.4,0.9
favoritesAndPreferences,car speed: fast,driving fast car,0.5,0.39,0.89
favoritesAndPreferences,Twilight book series,favorite book: Twilight,0.5,0.37,0.87
favoritesAndPreferences,Friends (TV show),favorite show: Friends,0.5,0.36,0.86
favoritesAndPreferences,dog,dogs,0.0,0.86,0.86
favoritesAndPreferences,UP,dresses up,0.5,0.33,0.83
favoritesAndPreferences,color: red-orange,likes red color,0.5,0.31,0.81
favoritesAndPreferences,burger,hamburger,0.0,0.8,0.8
favoritesAndPreferences,food,foodie,0.0,0.8,0.8
healthAndDisabilities,breast cancer survivor (wife),wife breast cancer survivor,1.0,0.79,1.79
healthAndDisabilities,difficulty with math,has difficulty with math,0.75,0.91,1.66
healthAndDisabilities,breast cancer survivor,wife breast cancer survivor,0.75,0.9,1.65
healthAndDisabilities,breast cancer survivor,breast cancer survivor (wife),0.75,0.86,1.61
healthAndDisabilities,does not drink caffeine,does not drink coffee,0.6,0.91,1.51
healthAndDisabilities,health conscious,health conscious eater,0.67,0.84,1.51
healthAndDisabilities,allergic to cats,allergy to cats,0.5,0.9,1.4
healthAndDisabilities,does not drink alcohol,does not drink coffee,0.6,0.79,1.39
healthAndDisabilities,allergic to cats,allergic to nuts,0.5,0.88,1.38
healthAndDisabilities,allergic to dust,allergic to nuts,0.5,0.88,1.38
healthAndDisabilities,does not eat fish,does not eat healthy,0.6,0.76,1.36
healthAndDisabilities,does not eat healthy,does not eat vegetables,0.6,0.74,1.34
healthAndDisabilities,allergic to apples,allergic to bees,0.5,0.82,1.32
healthAndDisabilities,allergic to apples,allergic to cats,0.5,0.82,1.32
healthAndDisabilities,allergic to bees,allergic to cats,0.5,0.81,1.31
healthAndDisabilities,allergic to bees,allergic to dust,0.5,0.81,1.31
healthAndDisabilities,allergic to bees,allergic to nuts,0.5,0.81,1.31
healthAndDisabilities,allergic to cats,allergic to dust,0.5,0.81,1.31
healthAndDisabilities,does not drink alcohol,does not drink caffeine,0.6,0.71,1.31
healthAndDisabilities,breast cancer survivor,urinary cancer survivor,0.5,0.8,1.3
healthAndDisabilities,does not eat fish,does not eat vegetables,0.6,0.7,1.3
healthAndDisabilities,unhealthy,unhealthy diet,0.5,0.78,1.28
healthAndDisabilities,familiar with doctors,familiar with hospitals,0.5,0.77,1.27
healthAndDisabilities,allergic to shellfish,allergic to shrimp,0.5,0.77,1.27
healthAndDisabilities,allergic to apples,allergic to dust,0.5,0.76,1.26
healthAndDisabilities,allergic to apples,allergic to milk,0.5,0.76,1.26
healthAndDisabilities,allergic to apples,allergic to nuts,0.5,0.76,1.26
healthAndDisabilities,allergic to bees,allergic to shrimp,0.5,0.76,1.26
healthAndDisabilities,allergic to cats,allergic to shrimp,0.5,0.76,1.26
healthAndDisabilities,allergic to dust,allergic to shrimp,0.5,0.76,1.26
healthAndDisabilities,allergic to milk,allergic to shrimp,0.5,0.76,1.26
healthAndDisabilities,allergic to nuts,allergic to shrimp,0.5,0.76,1.26
healthAndDisabilities,allergic to seafood,allergic to unspecified,0.5,0.76,1.26
healthAndDisabilities,allergic to bees,allergic to shellfish,0.5,0.76,1.26
healthAndDisabilities,allergic to bees,allergic to milk,0.5,0.75,1.25
healthAndDisabilities,allergic to cats,allergic to milk,0.5,0.75,1.25
healthAndDisabilities,allergic to dust,allergic to milk,0.5,0.75,1.25
healthAndDisabilities,allergic to milk,allergic to nuts,0.5,0.75,1.25
healthAndDisabilities,allergic to seafood,allergic to shellfish,0.5,0.75,1.25
healthAndDisabilities,difficulty feeling emotions,trouble feeling emotions,0.5,0.75,1.25
healthAndDisabilities,allergic to bees,allergic to seafood,0.5,0.74,1.24
healthAndDisabilities,allergic to cats,allergic to seafood,0.5,0.74,1.24
healthAndDisabilities,allergic to dust,allergic to seafood,0.5,0.74,1.24
healthAndDisabilities,allergic to nuts,allergic to seafood,0.5,0.74,1.24
healthAndDisabilities,wears glasses,wears glasses as child,0.5,0.74,1.24
healthAndDisabilities,fear of dark,fear of spiders,0.5,0.74,1.24
healthAndDisabilities,eats healthy,healthy,0.5,0.74,1.24
healthAndDisabilities,allergic to shellfish,allergic to unspecified,0.5,0.73,1.23
healthAndDisabilities,allergic to apples,allergic to shrimp,0.5,0.72,1.22
healthAndDisabilities,allergic to apples,allergic to shellfish,0.5,0.72,1.22
healthAndDisabilities,allergic to bees,allergic to unspecified,0.5,0.72,1.22
healthAndDisabilities,allergic to nuts,allergic to unspecified,0.5,0.72,1.22
healthAndDisabilities,allergic to apples,allergic to seafood,0.5,0.7,1.2
healthAndDisabilities,allergic to cats,allergic to shellfish,0.5,0.7,1.2
healthAndDisabilities,allergic to dust,allergic to shellfish,0.5,0.7,1.2
healthAndDisabilities,allergic to milk,allergic to shellfish,0.5,0.7,1.2
healthAndDisabilities,allergic to nuts,allergic to shellfish,0.5,0.7,1.2
healthAndDisabilities,allergic to seafood,allergic to shrimp,0.5,0.7,1.2
healthAndDisabilities,headache,severe headache,0.5,0.7,1.2
healthAndDisabilities,spouse is deaf,wife is deaf,0.5,0.69,1.19
healthAndDisabilities,allergic to milk,allergic to seafood,0.5,0.69,1.19
healthAndDisabilities,allergic to apples,allergic to unspecified,0.5,0.68,1.18
healthAndDisabilities,allergic to shrimp,allergic to unspecified,0.5,0.68,1.18
healthAndDisabilities,allergic to cats,allergic to unspecified,0.5,0.67,1.17
healthAndDisabilities,allergic to dust,allergic to unspecified,0.5,0.67,1.17
healthAndDisabilities,allergic to milk,allergic to unspecified,0.5,0.67,1.17
healthAndDisabilities,anxiety,severe anxiety,0.5,0.67,1.17
healthAndDisabilities,anxiety,social anxiety,0.5,0.67,1.17
healthAndDisabilities,not thin,thin,0.5,0.67,1.17
healthAndDisabilities,difficulty chewing,difficulty sleeping,0.33,0.81,1.14
healthAndDisabilities,tall,very tall,0.5,0.62,1.12
healthAndDisabilities,healthy,unhealthy,0.0,0.88,0.88
healthAndDisabilities,acrophobia,coulrophobia,0.0,0.82,0.82
hobbiesAndInterests,Buffalo Bills fan,buffalo Bills fan,1.0,1.0,2.0
hobbiesAndInterests,Steelers fan,steelers fan,1.0,1.0,2.0
hobbiesAndInterests,attending Renaissance fairs,attending renaissance fairs,1.0,1.0,2.0
hobbiesAndInterests,collects Dragon Ball Z figures,collects dragon ball z figures,1.0,1.0,2.0
hobbiesAndInterests,drives Prius,drives prius,1.0,1.0,2.0
hobbiesAndInterests,drives restored Mustang,drives restored mustang,1.0,1.0,2.0
hobbiesAndInterests,enjoys Broadway shows,enjoys broadway shows,1.0,1.0,2.0
